REPORT : H,IGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
2006-05-25 00:00:00,2006-05-25 00:00:00,147,2006-05-25 00:00:00,144.5,144.5,23,72000,10459125,2006-05-25 00:00:00,1
2006-05-26 00:00:00,2006-05-26 00:00:00,145,2006-05-26 00:00:00,144,144,18,24400,3515600,2006-05-26 00:00:00,1
2006-05-29 00:00:00,2006-05-29 00:00:00,149.75,2006-05-29 00:00:00,147,147.75,97,324500,47962475,2006-05-29 00:00:00,1
2006-05-30 00:00:00,2006-05-30 00:00:00,149,2006-05-30 00:00:00,147,147,23,59400,8741025,2006-05-30 00:00:00,1
2006-05-31 00:00:00,2006-05-31 00:00:00,149,2006-05-31 00:00:00,147,148.75,75,808500,119042850,2006-05-31 00:00:00,1
2006-06-01 00:00:00,2006-06-01 00:00:00,150,2006-06-01 00:00:00,149,150,44,102700,15381300,2006-06-01 00:00:00,1
2006-06-02 00:00:00,2006-06-02 00:00:00,152.75,2006-06-02 00:00:00,150,151.5,62,974300,145966625,2006-06-02 00:00:00,1
2006-06-05 00:00:00,2006-06-05 00:00:00,152,2006-06-05 00:00:00,151,151,19,16100,2433350,2006-06-05 00:00:00,1
2006-06-06 00:00:00,2006-06-06 00:00:00,150.75,2006-06-06 00:00:00,150,150.75,29,25600,3847775,2006-06-06 00:00:00,1
2006-06-07 00:00:00,2006-06-07 00:00:00,150.5,2006-06-07 00:00:00,150,150,100,713000,106951800,2006-06-07 00:00:00,1
2006-06-08 00:00:00,2006-06-08 00:00:00,150,2006-06-08 00:00:00,150,150,47,125100,18765000,2006-06-08 00:00:00,1
2006-06-09 00:00:00,2006-06-09 00:00:00,151,2006-06-09 00:00:00,150,150.25,51,1253500,188031325,2006-06-09 00:00:00,1
2006-06-12 00:00:00,2006-06-12 00:00:00,150,2006-06-12 00:00:00,149.75,150,33,126400,18959950,2006-06-12 00:00:00,1
2006-06-13 00:00:00,2006-06-13 00:00:00,150,2006-06-13 00:00:00,149,149.25,72,312400,46815250,2006-06-13 00:00:00,1
2006-06-14 00:00:00,2006-06-14 00:00:00,140,2006-06-14 00:00:00,128,129,56,22100,2888525,2006-06-14 00:00:00,1
2006-06-15 00:00:00,2006-06-15 00:00:00,130,2006-06-15 00:00:00,122,122,104,74000,9099475,2006-06-15 00:00:00,1
2006-06-16 00:00:00,2006-06-16 00:00:00,125,2006-06-16 00:00:00,122,124.5,78,129800,16100275,2006-06-16 00:00:00,1
2006-06-19 00:00:00,2006-06-19 00:00:00,124,2006-06-19 00:00:00,120,120.25,74,56000,6797100,2006-06-19 00:00:00,1
2006-06-20 00:00:00,2006-06-20 00:00:00,120.25,2006-06-20 00:00:00,118,118.5,58,33800,4027075,2006-06-20 00:00:00,1
2006-06-21 00:00:00,2006-06-21 00:00:00,120,2006-06-21 00:00:00,118,119.75,44,40600,4866625,2006-06-21 00:00:00,1
2006-06-22 00:00:00,2006-06-22 00:00:00,125,2006-06-22 00:00:00,121,124.25,55,38600,4802550,2006-06-22 00:00:00,1
2006-06-23 00:00:00,2006-06-23 00:00:00,125,2006-06-23 00:00:00,123,124,56,164500,20418125,2006-06-23 00:00:00,1
2006-06-26 00:00:00,2006-06-26 00:00:00,126.5,2006-06-26 00:00:00,122,126.5,25,10100,1263850,2006-06-26 00:00:00,1
2006-06-27 00:00:00,2006-06-27 00:00:00,131,2006-06-27 00:00:00,126.5,130.25,133,785600,102191975,2006-06-27 00:00:00,1
2006-06-28 00:00:00,2006-06-28 00:00:00,135,2006-06-28 00:00:00,130,131,46,256800,33692025,2006-06-28 00:00:00,1
2006-06-29 00:00:00,2006-06-29 00:00:00,132.5,2006-06-29 00:00:00,130.25,132,76,303200,40014050,2006-06-29 00:00:00,1
2006-06-30 00:00:00,2006-06-30 00:00:00,133.75,2006-06-30 00:00:00,131.5,132,73,833700,110627375,2006-06-30 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  JKH,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  JKH,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-07-03 00:00:00,2006-07-03 00:00:00,132.5,2006-07-03 00:00:00,131,131.75,43,1537300,202971625,2006-07-03 00:00:00,1
2006-07-04 00:00:00,2006-07-04 00:00:00,132,2006-07-04 00:00:00,131,131.75,58,540200,71303225,2006-07-04 00:00:00,1
2006-07-05 00:00:00,2006-07-05 00:00:00,132,2006-07-05 00:00:00,131.5,132,43,703800,92900025,2006-07-05 00:00:00,1
2006-07-06 00:00:00,2006-07-06 00:00:00,131.25,2006-07-06 00:00:00,130,130.75,13,4800,627725,2006-07-06 00:00:00,1
2006-07-07 00:00:00,2006-07-07 00:00:00,132,2006-07-07 00:00:00,131,131,38,157300,20632175,2006-07-07 00:00:00,1
2006-07-11 00:00:00,2006-07-11 00:00:00,131,2006-07-11 00:00:00,130,130,19,4800,624300,2006-07-11 00:00:00,1
2006-07-12 00:00:00,2006-07-12 00:00:00,131,2006-07-12 00:00:00,130,130.25,9,3100,404100,2006-07-12 00:00:00,1
2006-07-13 00:00:00,2006-07-13 00:00:00,130.25,2006-07-13 00:00:00,129,129,13,8100,1050700,2006-07-13 00:00:00,1
2006-07-14 00:00:00,2006-07-14 00:00:00,129,2006-07-14 00:00:00,128,128.25,20,16400,2103275,2006-07-14 00:00:00,1
2006-07-17 00:00:00,2006-07-17 00:00:00,129,2006-07-17 00:00:00,127.5,128,17,93100,11996175,2006-07-17 00:00:00,1
2006-07-18 00:00:00,2006-07-18 00:00:00,129,2006-07-18 00:00:00,128,129,12,13700,1761750,2006-07-18 00:00:00,1
2006-07-19 00:00:00,2006-07-19 00:00:00,132.75,2006-07-19 00:00:00,129,130.5,46,761200,98371950,2006-07-19 00:00:00,1
2006-07-20 00:00:00,2006-07-20 00:00:00,132.5,2006-07-20 00:00:00,130.75,131.25,38,620700,80840125,2006-07-20 00:00:00,1
2006-07-21 00:00:00,2006-07-21 00:00:00,132.5,2006-07-21 00:00:00,131,131.75,45,299100,39282525,2006-07-21 00:00:00,1
2006-07-24 00:00:00,2006-07-24 00:00:00,132.5,2006-07-24 00:00:00,130,130,16,142300,18504450,2006-07-24 00:00:00,1
2006-07-25 00:00:00,2006-07-25 00:00:00,131,2006-07-25 00:00:00,130,130,18,130700,16997300,2006-07-25 00:00:00,1
2006-07-26 00:00:00,2006-07-26 00:00:00,131,2006-07-26 00:00:00,130,130.25,14,20700,2701850,2006-07-26 00:00:00,1
2006-07-27 00:00:00,2006-07-27 00:00:00,131,2006-07-27 00:00:00,129.75,130,24,24400,3177750,2006-07-27 00:00:00,1
2006-07-28 00:00:00,2006-07-28 00:00:00,131,2006-07-28 00:00:00,129.5,130,30,24500,3185650,2006-07-28 00:00:00,1
2006-07-31 00:00:00,2006-07-31 00:00:00,130,2006-07-31 00:00:00,129,130,14,9200,1194725,2006-07-31 00:00:00,1
2006-08-01 00:00:00,2006-08-01 00:00:00,130,2006-08-01 00:00:00,129.5,129.75,25,111500,14491100,2006-08-01 00:00:00,1
2006-08-02 00:00:00,2006-08-02 00:00:00,129.75,2006-08-02 00:00:00,127.75,128,35,35400,4541525,2006-08-02 00:00:00,1
2006-08-03 00:00:00,2006-08-03 00:00:00,130,2006-08-03 00:00:00,128,128,17,30100,3854625,2006-08-03 00:00:00,1
2006-08-04 00:00:00,2006-08-04 00:00:00,130,2006-08-04 00:00:00,128,129,27,11800,1514700,2006-08-04 00:00:00,1
2006-08-07 00:00:00,2006-08-07 00:00:00,130,2006-08-07 00:00:00,128,128,30,11400,1462100,2006-08-07 00:00:00,1
2006-08-08 00:00:00,2006-08-08 00:00:00,129.5,2006-08-08 00:00:00,128,128.75,44,599400,77297675,2006-08-08 00:00:00,1
2006-08-10 00:00:00,2006-08-10 00:00:00,129,2006-08-10 00:00:00,128.5,129,50,871200,112380200,2006-08-10 00:00:00,1
2006-08-11 00:00:00,2006-08-11 00:00:00,128.5,2006-08-11 00:00:00,127.5,128,53,4647700,590400275,2006-08-11 00:00:00,1
2006-08-14 00:00:00,2006-08-14 00:00:00,128.5,2006-08-14 00:00:00,126,126.25,43,297100,37903500,2006-08-14 00:00:00,1
2006-08-15 00:00:00,2006-08-15 00:00:00,127,2006-08-15 00:00:00,126.5,126.75,34,167900,21292100,2006-08-15 00:00:00,1
2006-08-16 00:00:00,2006-08-16 00:00:00,128,2006-08-16 00:00:00,126.75,127,40,252000,32051450,2006-08-16 00:00:00,1
2006-08-17 00:00:00,2006-08-17 00:00:00,128,2006-08-17 00:00:00,126.75,127,29,21300,2702025,2006-08-17 00:00:00,1
2006-08-18 00:00:00,2006-08-18 00:00:00,128,2006-08-18 00:00:00,127,127.25,27,328100,41671275,2006-08-18 00:00:00,1
2006-08-21 00:00:00,2006-08-21 00:00:00,128,2006-08-21 00:00:00,127,127,11,86700,11011050,2006-08-21 00:00:00,1
2006-08-22 00:00:00,2006-08-22 00:00:00,128,2006-08-22 00:00:00,127,127.25,25,121000,15372625,2006-08-22 00:00:00,1
2006-08-23 00:00:00,2006-08-23 00:00:00,127.75,2006-08-23 00:00:00,127,127.5,21,219100,27826500,2006-08-23 00:00:00,1
2006-08-24 00:00:00,2006-08-24 00:00:00,128,2006-08-24 00:00:00,127.25,127.25,31,1701700,216131325,2006-08-24 00:00:00,1
2006-08-25 00:00:00,2006-08-25 00:00:00,127.5,2006-08-25 00:00:00,127,127.25,30,439900,55885925,2006-08-25 00:00:00,1
2006-08-28 00:00:00,2006-08-28 00:00:00,129,2006-08-28 00:00:00,127.5,128.75,29,52800,6756575,2006-08-28 00:00:00,1
2006-08-29 00:00:00,2006-08-29 00:00:00,130,2006-08-29 00:00:00,128,129,15,22900,2941575,2006-08-29 00:00:00,1
2006-08-30 00:00:00,2006-08-30 00:00:00,131,2006-08-30 00:00:00,129.75,130,50,182000,23672025,2006-08-30 00:00:00,1
2006-08-31 00:00:00,2006-08-31 00:00:00,131,2006-08-31 00:00:00,128.5,128.5,35,700400,90701050,2006-08-31 00:00:00,1
2006-09-01 00:00:00,2006-09-01 00:00:00,130,2006-09-01 00:00:00,128.75,129.75,28,526100,68386950,2006-09-01 00:00:00,1
2006-09-04 00:00:00,2006-09-04 00:00:00,130,2006-09-04 00:00:00,129,129.25,31,57300,7402500,2006-09-04 00:00:00,1
2006-09-05 00:00:00,2006-09-05 00:00:00,129.5,2006-09-05 00:00:00,129,129,27,78700,10154650,2006-09-05 00:00:00,1
2006-09-06 00:00:00,2006-09-06 00:00:00,130,2006-09-06 00:00:00,129.25,130,39,114800,14914225,2006-09-06 00:00:00,1
2006-09-08 00:00:00,2006-09-08 00:00:00,131,2006-09-08 00:00:00,129.5,130.25,47,111200,14449950,2006-09-08 00:00:00,1
2006-09-11 00:00:00,2006-09-11 00:00:00,132,2006-09-11 00:00:00,130.5,130.5,18,19700,2573450,2006-09-11 00:00:00,1
2006-09-12 00:00:00,2006-09-12 00:00:00,131,2006-09-12 00:00:00,130.25,130.25,32,218100,28283925,2006-09-12 00:00:00,1
2006-09-13 00:00:00,2006-09-13 00:00:00,133.5,2006-09-13 00:00:00,130.25,131,55,81200,10704625,2006-09-13 00:00:00,1
2006-09-14 00:00:00,2006-09-14 00:00:00,134.25,2006-09-14 00:00:00,132,134,76,187500,25077800,2006-09-14 00:00:00,1
2006-09-15 00:00:00,2006-09-15 00:00:00,134.75,2006-09-15 00:00:00,133,133.5,33,34800,4655625,2006-09-15 00:00:00,1
2006-09-18 00:00:00,2006-09-18 00:00:00,134.5,2006-09-18 00:00:00,133.25,133.5,26,51400,6865275,2006-09-18 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  JKH,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  JKH,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-09-19 00:00:00,2006-09-19 00:00:00,133.75,2006-09-19 00:00:00,133.25,133.25,29,52000,6935350,2006-09-19 00:00:00,1
2006-09-20 00:00:00,2006-09-20 00:00:00,134,2006-09-20 00:00:00,133.25,133.5,17,94700,12683625,2006-09-20 00:00:00,1
2006-09-21 00:00:00,2006-09-21 00:00:00,133,2006-09-21 00:00:00,132.5,132.75,13,128800,17129400,2006-09-21 00:00:00,1
2006-09-22 00:00:00,2006-09-22 00:00:00,132.75,2006-09-22 00:00:00,132.25,132.25,32,496800,65826475,2006-09-22 00:00:00,1
2006-09-25 00:00:00,2006-09-25 00:00:00,133,2006-09-25 00:00:00,131.25,131.25,34,204300,26963000,2006-09-25 00:00:00,1
2006-09-26 00:00:00,2006-09-26 00:00:00,133.5,2006-09-26 00:00:00,132,133,49,93500,12416650,2006-09-26 00:00:00,1
2006-09-27 00:00:00,2006-09-27 00:00:00,134,2006-09-27 00:00:00,133,133.5,29,90700,12109575,2006-09-27 00:00:00,1
2006-09-28 00:00:00,2006-09-28 00:00:00,134.5,2006-09-28 00:00:00,133.5,133.5,49,637500,85367675,2006-09-28 00:00:00,1
2006-09-29 00:00:00,2006-09-29 00:00:00,136.75,2006-09-29 00:00:00,134,135,104,1642200,221661725,2006-09-29 00:00:00,1
2006-10-02 00:00:00,2006-10-02 00:00:00,137.5,2006-10-02 00:00:00,135.75,136,60,265600,36097675,2006-10-02 00:00:00,1
2006-10-03 00:00:00,2006-10-03 00:00:00,137,2006-10-03 00:00:00,135.5,136.5,97,284600,38761825,2006-10-03 00:00:00,1
2006-10-04 00:00:00,2006-10-04 00:00:00,140,2006-10-04 00:00:00,136.5,139,83,878600,121334750,2006-10-04 00:00:00,1
2006-10-05 00:00:00,2006-10-05 00:00:00,142.5,2006-10-05 00:00:00,139,142.5,131,1195500,168954100,2006-10-05 00:00:00,1
2006-10-09 00:00:00,2006-10-09 00:00:00,144.75,2006-10-09 00:00:00,142.5,144,67,203700,29302200,2006-10-09 00:00:00,1
2006-10-10 00:00:00,2006-10-10 00:00:00,145.25,2006-10-10 00:00:00,144,144,126,697200,100979650,2006-10-10 00:00:00,1
2006-10-11 00:00:00,2006-10-11 00:00:00,146,2006-10-11 00:00:00,140,144.75,104,2568100,370260475,2006-10-11 00:00:00,1
2006-10-12 00:00:00,2006-10-12 00:00:00,147,2006-10-12 00:00:00,144,144.25,26,327500,47458900,2006-10-12 00:00:00,1
2006-10-13 00:00:00,2006-10-13 00:00:00,145,2006-10-13 00:00:00,143.5,144.5,20,25300,3649175,2006-10-13 00:00:00,1
2006-10-16 00:00:00,2006-10-16 00:00:00,145,2006-10-16 00:00:00,143.75,144,14,19200,2764575,2006-10-16 00:00:00,1
2006-10-17 00:00:00,2006-10-17 00:00:00,143.75,2006-10-17 00:00:00,143,143,25,25700,3675875,2006-10-17 00:00:00,1
2006-10-18 00:00:00,2006-10-18 00:00:00,144,2006-10-18 00:00:00,140,142,57,68700,9735575,2006-10-18 00:00:00,1
2006-10-19 00:00:00,2006-10-19 00:00:00,144,2006-10-19 00:00:00,142.5,143,27,75200,10754900,2006-10-19 00:00:00,1
2006-10-20 00:00:00,2006-10-20 00:00:00,144.75,2006-10-20 00:00:00,143.75,144.25,21,44800,6461725,2006-10-20 00:00:00,1
2006-10-23 00:00:00,2006-10-23 00:00:00,148.5,2006-10-23 00:00:00,144.75,148,122,842900,123619225,2006-10-23 00:00:00,1
2006-10-25 00:00:00,2006-10-25 00:00:00,150,2006-10-25 00:00:00,149,149,159,3371400,504151525,2006-10-25 00:00:00,1
2006-10-26 00:00:00,2006-10-26 00:00:00,150,2006-10-26 00:00:00,148,149,65,138100,20586900,2006-10-26 00:00:00,1
2006-10-27 00:00:00,2006-10-27 00:00:00,149.75,2006-10-27 00:00:00,148,149.25,58,193700,28909200,2006-10-27 00:00:00,1
2006-10-30 00:00:00,2006-10-30 00:00:00,149,2006-10-30 00:00:00,147,148,106,462800,68614000,2006-10-30 00:00:00,1
2006-10-31 00:00:00,2006-10-31 00:00:00,148.5,2006-10-31 00:00:00,148,148.5,75,291200,43275350,2006-10-31 00:00:00,1
2006-11-01 00:00:00,2006-11-01 00:00:00,149.75,2006-11-01 00:00:00,148,149.25,63,176600,26324525,2006-11-01 00:00:00,1
2006-11-02 00:00:00,2006-11-02 00:00:00,151,2006-11-02 00:00:00,149.25,150,82,914400,137135225,2006-11-02 00:00:00,1
2006-11-03 00:00:00,2006-11-03 00:00:00,154.25,2006-11-03 00:00:00,151,154,51,1075700,166565375,2006-11-03 00:00:00,1
2006-11-06 00:00:00,2006-11-06 00:00:00,158,2006-11-06 00:00:00,154,157.75,96,353300,55409675,2006-11-06 00:00:00,1
2006-11-07 00:00:00,2006-11-07 00:00:00,163.5,2006-11-07 00:00:00,158,163.25,194,1729300,279705525,2006-11-07 00:00:00,1
2006-11-08 00:00:00,2006-11-08 00:00:00,173,2006-11-08 00:00:00,163.25,172.25,334,763500,128667000,2006-11-08 00:00:00,1
2006-11-09 00:00:00,2006-11-09 00:00:00,181,2006-11-09 00:00:00,173.25,179.25,598,3053700,548849625,2006-11-09 00:00:00,1
2006-11-10 00:00:00,2006-11-10 00:00:00,180.5,2006-11-10 00:00:00,177.5,179,276,431100,77565000,2006-11-10 00:00:00,1
2006-11-13 00:00:00,2006-11-13 00:00:00,179.25,2006-11-13 00:00:00,176.5,178.5,135,124700,22224850,2006-11-13 00:00:00,1
2006-11-14 00:00:00,2006-11-14 00:00:00,199.75,2006-11-14 00:00:00,179,199,1137,8557800,1682665850,2006-11-14 00:00:00,1
2006-11-15 00:00:00,2006-11-15 00:00:00,200,2006-11-15 00:00:00,196,199,412,981200,195125775,2006-11-15 00:00:00,1
2006-11-16 00:00:00,2006-11-16 00:00:00,199.25,2006-11-16 00:00:00,196,198,263,879000,174872525,2006-11-16 00:00:00,1
2006-11-17 00:00:00,2006-11-17 00:00:00,199,2006-11-17 00:00:00,192,196.5,93,616700,121548025,2006-11-17 00:00:00,1
2006-11-20 00:00:00,2006-11-20 00:00:00,197,2006-11-20 00:00:00,192.5,192.5,143,325700,63151650,2006-11-20 00:00:00,1
2006-11-21 00:00:00,2006-11-21 00:00:00,193.5,2006-11-21 00:00:00,188,190,114,542200,102995825,2006-11-21 00:00:00,1
2006-11-22 00:00:00,2006-11-22 00:00:00,193,2006-11-22 00:00:00,187.25,190,75,636400,120903425,2006-11-22 00:00:00,1
2006-11-23 00:00:00,2006-11-23 00:00:00,192.5,2006-11-23 00:00:00,190,190.25,65,515900,98239250,2006-11-23 00:00:00,1
2006-11-24 00:00:00,2006-11-24 00:00:00,192,2006-11-24 00:00:00,190.75,191,156,925200,176736200,2006-11-24 00:00:00,1
2006-11-27 00:00:00,2006-11-27 00:00:00,191.5,2006-11-27 00:00:00,190,190.25,57,100700,19232250,2006-11-27 00:00:00,1
2006-11-28 00:00:00,2006-11-28 00:00:00,191,2006-11-28 00:00:00,190,190.5,78,164200,31211325,2006-11-28 00:00:00,1
2006-11-29 00:00:00,2006-11-29 00:00:00,190.5,2006-11-29 00:00:00,189.75,190,70,443600,84283675,2006-11-29 00:00:00,1
2006-11-30 00:00:00,2006-11-30 00:00:00,191,2006-11-30 00:00:00,190,191,128,1182500,225606825,2006-11-30 00:00:00,1
2006-12-01 00:00:00,2006-12-01 00:00:00,192,2006-12-01 00:00:00,187,192,102,1101300,210398350,2006-12-01 00:00:00,1
2006-12-05 00:00:00,2006-12-05 00:00:00,193,2006-12-05 00:00:00,190,191,108,511200,97439175,2006-12-05 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  JKH,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  JKH,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-12-06 00:00:00,2006-12-06 00:00:00,195,2006-12-06 00:00:00,192,194,143,632700,122239050,2006-12-06 00:00:00,1
2006-12-07 00:00:00,2006-12-07 00:00:00,195.5,2006-12-07 00:00:00,194,194,25,23800,4639575,2006-12-07 00:00:00,1
2006-12-08 00:00:00,2006-12-08 00:00:00,194,2006-12-08 00:00:00,192,193,129,2357200,453286150,2006-12-08 00:00:00,1
2006-12-11 00:00:00,2006-12-11 00:00:00,193.5,2006-12-11 00:00:00,192.25,193,150,621900,120026825,2006-12-11 00:00:00,1
2006-12-12 00:00:00,2006-12-12 00:00:00,193,2006-12-12 00:00:00,192,192,51,55600,10716050,2006-12-12 00:00:00,1
2006-12-13 00:00:00,2006-12-13 00:00:00,192,2006-12-13 00:00:00,190,191,58,408000,77928000,2006-12-13 00:00:00,1
2006-12-14 00:00:00,2006-12-14 00:00:00,194,2006-12-14 00:00:00,191,193.5,61,131700,25423150,2006-12-14 00:00:00,1
2006-12-15 00:00:00,2006-12-15 00:00:00,194.5,2006-12-15 00:00:00,193.5,194,68,132600,25726850,2006-12-15 00:00:00,1
2006-12-18 00:00:00,2006-12-18 00:00:00,194,2006-12-18 00:00:00,193,194,30,73300,14216775,2006-12-18 00:00:00,1
2006-12-19 00:00:00,2006-12-19 00:00:00,194,2006-12-19 00:00:00,193.75,194,59,254700,49411700,2006-12-19 00:00:00,1
2006-12-20 00:00:00,2006-12-20 00:00:00,195.75,2006-12-20 00:00:00,194,195.5,59,167600,32679000,2006-12-20 00:00:00,1
2006-12-21 00:00:00,2006-12-21 00:00:00,195.75,2006-12-21 00:00:00,195,195,94,461900,90070675,2006-12-21 00:00:00,1
2006-12-22 00:00:00,2006-12-22 00:00:00,195.5,2006-12-22 00:00:00,195,195,90,284900,55516425,2006-12-22 00:00:00,1
2006-12-26 00:00:00,2006-12-26 00:00:00,195.5,2006-12-26 00:00:00,195,195,38,72100,14061250,2006-12-26 00:00:00,1
2006-12-27 00:00:00,2006-12-27 00:00:00,196,2006-12-27 00:00:00,195,195,60,180300,35161775,2006-12-27 00:00:00,1
2006-12-28 00:00:00,2006-12-28 00:00:00,195.5,2006-12-28 00:00:00,195,195,75,329100,64175350,2006-12-28 00:00:00,1
2006-12-29 00:00:00,2006-12-29 00:00:00,195.25,2006-12-29 00:00:00,195,195,64,501700,97831625,2006-12-29 00:00:00,1
Company Id,:  JKL,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  JOHN KEE,LLS,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-02 00:00:00,2006-01-02 00:00:00,95,2006-01-02 00:00:00,91,95,5,900,84300,2006-01-02 00:00:00,1
2006-01-03 00:00:00,2006-01-03 00:00:00,96,2006-01-03 00:00:00,95,95,6,10700,1017200,2006-01-03 00:00:00,1
2006-01-04 00:00:00,2006-01-04 00:00:00,95,2006-01-04 00:00:00,94,94.75,2,2500,237000,2006-01-04 00:00:00,1
2006-01-05 00:00:00,2006-01-05 00:00:00,91,2006-01-05 00:00:00,91,91,2,200,18200,2006-01-05 00:00:00,1
2006-01-09 00:00:00,2006-01-09 00:00:00,91.25,2006-01-09 00:00:00,88,89.75,2,200,17925,2006-01-09 00:00:00,1
2006-01-17 00:00:00,2006-01-17 00:00:00,84,2006-01-17 00:00:00,84,84,1,1300,109200,2006-01-17 00:00:00,1
2006-01-26 00:00:00,2006-01-26 00:00:00,110,2006-01-26 00:00:00,99,105,18,7500,790900,2006-01-26 00:00:00,1
2006-01-27 00:00:00,2006-01-27 00:00:00,112,2006-01-27 00:00:00,108,108,8,3400,374400,2006-01-27 00:00:00,1
2006-01-30 00:00:00,2006-01-30 00:00:00,110,2006-01-30 00:00:00,109.5,110,12,3900,428875,2006-01-30 00:00:00,1
2006-01-31 00:00:00,2006-01-31 00:00:00,110,2006-01-31 00:00:00,108,108,3,400,43600,2006-01-31 00:00:00,1
2006-02-01 00:00:00,2006-02-01 00:00:00,108,2006-02-01 00:00:00,108,108,1,500,54000,2006-02-01 00:00:00,1
2006-02-06 00:00:00,2006-02-06 00:00:00,103,2006-02-06 00:00:00,103,103,1,100,10300,2006-02-06 00:00:00,1
2006-02-07 00:00:00,2006-02-07 00:00:00,105,2006-02-07 00:00:00,103,104.75,6,1200,125800,2006-02-07 00:00:00,1
2006-02-08 00:00:00,2006-02-08 00:00:00,103.25,2006-02-08 00:00:00,102,103,4,1300,133850,2006-02-08 00:00:00,1
2006-02-09 00:00:00,2006-02-09 00:00:00,100,2006-02-09 00:00:00,100,100,1,100,10000,2006-02-09 00:00:00,1
2006-02-10 00:00:00,2006-02-10 00:00:00,104,2006-02-10 00:00:00,97.25,98,27,20200,2008075,2006-02-10 00:00:00,1
2006-02-13 00:00:00,2006-02-13 00:00:00,105,2006-02-13 00:00:00,99,99.25,14,5700,569075,2006-02-13 00:00:00,1
2006-02-16 00:00:00,2006-02-16 00:00:00,108,2006-02-16 00:00:00,101,106.5,32,25400,2698525,2006-02-16 00:00:00,1
2006-02-17 00:00:00,2006-02-17 00:00:00,102.25,2006-02-17 00:00:00,102.25,102.25,1,100,10225,2006-02-17 00:00:00,1
2006-02-20 00:00:00,2006-02-20 00:00:00,106,2006-02-20 00:00:00,105,105,4,1800,190500,2006-02-20 00:00:00,1
2006-02-21 00:00:00,2006-02-21 00:00:00,106.5,2006-02-21 00:00:00,105,105,2,500,52650,2006-02-21 00:00:00,1
2006-02-22 00:00:00,2006-02-22 00:00:00,106,2006-02-22 00:00:00,102,102,6,2300,239000,2006-02-22 00:00:00,1
2006-02-23 00:00:00,2006-02-23 00:00:00,105,2006-02-23 00:00:00,102,102.5,7,1700,174500,2006-02-23 00:00:00,1
2006-02-24 00:00:00,2006-02-24 00:00:00,108,2006-02-24 00:00:00,103.75,103.75,19,5600,592700,2006-02-24 00:00:00,1
2006-02-27 00:00:00,2006-02-27 00:00:00,108,2006-02-27 00:00:00,108,108,1,200,21600,2006-02-27 00:00:00,1
2006-02-28 00:00:00,2006-02-28 00:00:00,108,2006-02-28 00:00:00,108,108,1,500,54000,2006-02-28 00:00:00,1
2006-03-01 00:00:00,2006-03-01 00:00:00,105,2006-03-01 00:00:00,104.75,104.75,7,1900,199075,2006-03-01 00:00:00,1
2006-03-03 00:00:00,2006-03-03 00:00:00,109,2006-03-03 00:00:00,107,109,6,1000,108150,2006-03-03 00:00:00,1
2006-03-07 00:00:00,2006-03-07 00:00:00,103,2006-03-07 00:00:00,103,103,6,1100,113300,2006-03-07 00:00:00,1
